Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_Customer,Days_Customer,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Year_Joined,Month_Joined,Day_Joined,Age_Group,Children,Partner,Education_Level
PhD,Single,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,40,1,305,871,25,0,2013,August,Wednesday,Adult,1,No,Postgraduate
Graduation,Together,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,26,1,467,312,12,0,2013,March,Tuesday,Adult,1,Yes,Graduate
Graduation,Married,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,38,2,619,877,15,0,2012,October,Thursday,Adult,2,Yes,Graduate
Graduation,Married,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,39,2,609,68,6,1,2012,October,Sunday,Adult,1,Yes,Graduate
Graduation,Together,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,33,1,305,22,4,0,2013,August,Wednesday,Adult,1,Yes,Graduate
2n Cycle,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,2,676,211,16,0,2012,August,Wednesday,Adult,3,Yes,Undergraduate
Master,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,48,0,8,127,8,0,2014,June,Saturday,Middel Aged,0,Yes,Postgraduate
Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,61,0,66,459,16,0,2014,April,Thursday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,45,0,114,460,19,1,2014,March,Friday,Middel Aged,1,Yes,Graduate
2n Cycle,Together,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,42,2,562,429,17,0,2012,December,Friday,Adult,1,Yes,Undergraduate
Graduation,Alone,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,0,48,89,11,0,2014,May,Monday,Adult,1,No,Graduate
PhD,Together,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,62,2,628,1021,26,0,2012,October,Tuesday,Middel Aged,1,Yes,Postgraduate
Graduation,Together,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,65,1,495,1381,21,3,2013,February,Tuesday,Senior Citizen,0,Yes,Graduate
Graduation,Single,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,56,1,356,306,15,0,2013,July,Monday,Middel Aged,1,No,Graduate
Graduation,Single,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,36,1,290,18,4,0,2013,September,Thursday,Adult,3,No,Graduate
Graduation,Together,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,37,1,255,162,9,0,2013,October,Thursday,Adult,1,Yes,Graduate
Graduation,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,59,1,313,1231,18,0,2013,August,Tuesday,Middel Aged,0,No,Graduate
Master,Single,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,56,1,363,13,4,0,2013,July,Monday,Middel Aged,3,No,Postgraduate
PhD,Married,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,69,2,601,1706,27,0,2012,November,Monday,Senior Citizen,0,Yes,Postgraduate
Graduation,Married,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,30,0,175,121,11,0,2014,January,Sunday,Adult,1,Yes,Graduate
PhD,Divorced,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,39,1,424,1293,20,0,2013,May,Wednesday,Adult,0,No,Postgraduate
PhD,Married,157243.0,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,41,0,120,1608,37,0,2014,March,Saturday,Adult,1,Yes,Postgraduate
Graduation,Together,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,48,1,228,88,9,0,2013,November,Wednesday,Middel Aged,3,Yes,Graduate
Graduation,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,61,1,223,421,18,1,2013,November,Monday,Middel Aged,0,No,Graduate
Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,55,1,305,259,12,1,2013,August,Wednesday,Middel Aged,0,No,Graduate
Graduation,Single,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,26,1,239,1117,15,0,2013,November,Saturday,Adult,0,No,Graduate
Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,0,124,89,9,0,2014,February,Tuesday,Middel Aged,2,Yes,Graduate
Graduation,Together,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,49,0,69,36,6,0,2014,April,Monday,Middel Aged,2,Yes,Graduate
Graduation,Married,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,32,1,351,57,7,0,2013,July,Saturday,Adult,1,Yes,Graduate
Graduation,Married,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,44,0,69,148,8,0,2014,April,Monday,Adult,2,Yes,Graduate
PhD,Together,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,55,0,150,93,8,0,2014,January,Thursday,Middel Aged,2,Yes,Postgraduate
Graduation,Single,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,47,0,86,119,7,1,2014,April,Friday,Middel Aged,1,No,Graduate
PhD,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,39,2,655,1835,28,0,2012,September,Wednesday,Adult,1,Yes,Postgraduate
PhD,Married,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,66,2,560,1318,25,3,2012,December,Sunday,Senior Citizen,0,Yes,Postgraduate
PhD,Married,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,44,0,37,45,7,0,2014,May,Friday,Adult,2,Yes,Postgraduate
Graduation,Together,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,55,0,5,10,4,0,2014,June,Tuesday,Middel Aged,3,Yes,Graduate
2n Cycle,Married,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,63,1,210,978,25,1,2013,December,Sunday,Middel Aged,0,Yes,Undergraduate
PhD,Married,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,38,0,49,191,10,0,2014,May,Sunday,Adult,1,Yes,Postgraduate
2n Cycle,Married,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,26,0,50,57,9,0,2014,May,Saturday,Adult,1,Yes,Undergraduate
Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,1,274,1033,24,0,2013,September,Saturday,Senior Citizen,0,Yes,Postgraduate
Master,Married,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,30,0,158,66,6,0,2014,January,Wednesday,Adult,1,Yes,Postgraduate
Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,0,14,43,6,0,2014,June,Sunday,Middel Aged,0,Yes,Undergraduate
Graduation,Married,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,31,2,571,50,5,0,2012,December,Wednesday,Adult,1,Yes,Graduate
PhD,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,44,0,113,39,7,0,2014,March,Saturday,Adult,1,No,Postgraduate
Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,48,1,331,608,18,0,2013,August,Friday,Middel Aged,1,Yes,Graduate
Graduation,Married,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,38,1,467,1581,24,0,2013,March,Tuesday,Adult,0,Yes,Graduate
PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,50,1,491,68,7,0,2013,February,Saturday,Middel Aged,2,Yes,Postgraduate
Basic,Together,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,36,2,658,80,5,1,2012,September,Sunday,Adult,1,Yes,Undergraduate
PhD,Together,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,25,1,408,1282,28,0,2013,May,Friday,Adult,0,Yes,Postgraduate
2n Cycle,Divorced,36640.0,1,0,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,0,114,1,276,65,6,0,2013,September,Thursday,Senior Citizen,1,No,Undergraduate
Graduation,Married,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,26,1,395,91,8,0,2013,May,Thursday,Adult,1,Yes,Graduate
Graduation,Married,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,41,1,496,315,16,0,2013,February,Monday,Adult,2,Yes,Graduate
Graduation,Married,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,37,1,182,31,6,0,2013,December,Sunday,Adult,2,Yes,Graduate
Master,Married,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,34,0,47,834,23,0,2014,May,Tuesday,Adult,0,Yes,Postgraduate
Graduation,Married,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,60,1,283,1600,17,1,2013,September,Thursday,Middel Aged,0,Yes,Graduate
Graduation,Married,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,60,1,528,1270,17,0,2013,January,Thursday,Middel Aged,0,Yes,Graduate
PhD,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,41,0,90,263,15,2,2014,March,Monday,Adult,2,No,Postgraduate
Graduation,Divorced,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,62,0,0,535,19,1,2014,June,Sunday,Middel Aged,1,No,Graduate
Graduation,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,46,1,202,1295,18,0,2013,December,Monday,Middel Aged,0,No,Graduate
Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,36,1,258,1150,29,0,2013,October,Monday,Adult,1,No,Graduate
PhD,Together,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,37,2,604,1240,26,4,2012,November,Friday,Adult,0,Yes,Postgraduate
PhD,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,49,1,347,38,6,0,2013,July,Wednesday,Middel Aged,2,No,Postgraduate
Master,Single,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,30,2,596,35,4,2,2012,November,Saturday,Adult,0,No,Postgraduate
Graduation,Together,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,26,1,203,53,5,1,2013,December,Sunday,Adult,1,Yes,Graduate
Master,Divorced,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,51,1,412,293,17,0,2013,May,Monday,Middel Aged,2,No,Postgraduate
Graduation,Married,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,0,21,65,6,0,2014,June,Sunday,Middel Aged,1,Yes,Graduate
Graduation,Divorced,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,60,2,657,1804,29,2,2012,September,Monday,Middel Aged,1,No,Graduate
Graduation,Together,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,58,1,455,241,15,0,2013,March,Sunday,Middel Aged,1,Yes,Graduate
Graduation,Together,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,60,0,103,1101,20,0,2014,March,Tuesday,Middel Aged,0,Yes,Graduate
PhD,Married,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,46,2,632,264,19,0,2012,October,Friday,Middel Aged,2,Yes,Postgraduate
Master,Together,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,40,1,524,541,26,0,2013,January,Monday,Adult,2,Yes,Postgraduate
Graduation,Married,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,29,1,421,1198,17,0,2013,May,Saturday,Adult,0,Yes,Graduate
Graduation,Married,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,37,0,89,482,20,0,2014,April,Tuesday,Adult,1,Yes,Graduate
2n Cycle,Single,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,36,0,48,17,4,0,2014,May,Monday,Adult,3,No,Undergraduate
Master,Married,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,66,1,226,1615,25,2,2013,November,Friday,Senior Citizen,0,Yes,Postgraduate
Master,Widow,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,60,1,302,285,12,0,2013,August,Saturday,Middel Aged,1,No,Postgraduate
Graduation,Together,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,34,2,592,1135,28,0,2012,November,Wednesday,Adult,1,Yes,Graduate
2n Cycle,Together,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,26,0,79,114,7,0,2014,April,Friday,Adult,1,Yes,Undergraduate
Graduation,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,45,1,227,1047,16,0,2013,November,Thursday,Middel Aged,0,Yes,Graduate
PhD,Together,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,44,0,76,714,22,0,2014,April,Monday,Adult,2,Yes,Postgraduate
PhD,Married,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,34,1,540,185,13,0,2013,January,Saturday,Adult,1,Yes,Postgraduate
Graduation,Divorced,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,52,2,659,1245,32,0,2012,September,Saturday,Middel Aged,1,No,Graduate
Graduation,Together,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,36,1,460,189,12,0,2013,March,Tuesday,Adult,1,Yes,Graduate
Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,2,612,576,16,0,2012,October,Thursday,Adult,1,Yes,Graduate
Graduation,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,62,2,567,1103,18,0,2012,December,Sunday,Middel Aged,1,No,Graduate
PhD,Married,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,42,2,690,1753,17,0,2012,August,Wednesday,Adult,0,Yes,Postgraduate
PhD,Together,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,28,0,133,17,4,0,2014,February,Sunday,Adult,1,Yes,Postgraduate
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,1,466,433,23,1,2013,March,Wednesday,Middel Aged,2,No,Graduate
2n Cycle,Divorced,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,52,1,540,1588,14,1,2013,January,Saturday,Middel Aged,1,No,Undergraduate
Graduation,Together,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,43,1,410,22,4,0,2013,May,Wednesday,Adult,1,Yes,Graduate
Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,63,0,74,19,5,0,2014,April,Wednesday,Middel Aged,0,No,Graduate
PhD,Married,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,49,1,463,1117,29,0,2013,March,Saturday,Middel Aged,1,Yes,Postgraduate
2n Cycle,Married,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,39,1,202,69,8,0,2013,December,Monday,Adult,1,Yes,Undergraduate
Master,Together,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,1,207,23,5,0,2013,December,Wednesday,Adult,1,Yes,Postgraduate
PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,56,1,268,605,19,0,2013,October,Friday,Middel Aged,1,No,Postgraduate
Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,41,1,185,57,11,0,2013,December,Thursday,Adult,1,No,Graduate
2n Cycle,Single,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,121,0,43,22,4,0,2014,May,Saturday,Senior Citizen,1,No,Undergraduate
Graduation,Widow,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,46,1,244,2088,22,1,2013,October,Monday,Middel Aged,0,No,Graduate
Graduation,Together,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,56,2,553,1009,16,0,2012,December,Sunday,Middel Aged,1,Yes,Graduate
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,1,333,26,5,0,2013,July,Wednesday,Adult,1,No,Graduate
Graduation,Married,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,24,1,213,1627,22,2,2013,November,Thursday,Young adult,0,Yes,Graduate
Graduation,Married,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,56,2,681,1102,31,0,2012,August,Friday,Middel Aged,1,Yes,Graduate
PhD,Married,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,0,24,17,6,0,2014,June,Thursday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,1,405,1690,16,4,2013,May,Monday,Adult,1,Yes,Graduate
Graduation,Married,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,1,536,1390,21,0,2013,January,Wednesday,Middel Aged,1,Yes,Graduate
PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,2,667,2126,20,0,2012,August,Friday,Adult,0,Yes,Postgraduate
Master,Together,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,2,608,1531,25,0,2012,October,Monday,Middel Aged,1,Yes,Postgraduate
Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,1,286,64,7,0,2013,September,Monday,Adult,1,No,Postgraduate
Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,1,245,26,6,0,2013,October,Sunday,Adult,1,No,Graduate
Graduation,Divorced,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,1,450,1112,29,5,2013,April,Friday,Adult,0,No,Graduate
2n Cycle,Together,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,2,645,210,11,0,2012,September,Saturday,Middel Aged,0,Yes,Undergraduate
Graduation,Together,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,2,669,1148,26,0,2012,August,Wednesday,Middel Aged,2,Yes,Graduate
PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,2,624,33,6,0,2012,October,Saturday,Adult,1,No,Postgraduate
PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,2,621,1101,19,1,2012,October,Tuesday,Middel Aged,1,Yes,Postgraduate
Graduation,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,2,615,322,16,0,2012,October,Monday,Middel Aged,1,No,Graduate
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,1,390,44,10,0,2013,June,Tuesday,Middel Aged,2,No,Graduate
PhD,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,1,203,17,4,0,2013,December,Sunday,Middel Aged,3,No,Postgraduate
Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,2,627,31,6,2,2012,October,Wednesday,Adult,1,No,Graduate
PhD,Divorced,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,1,403,845,25,0,2013,May,Wednesday,Middel Aged,2,No,Postgraduate
Master,Married,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,0,12,275,15,0,2014,June,Tuesday,Adult,1,Yes,Postgraduate
PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,2,583,25,4,0,2012,November,Friday,Adult,1,Yes,Postgraduate
Master,Together,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,62,1,511,275,17,1,2013,February,Sunday,Middel Aged,2,Yes,Postgraduate
Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,48,1,472,90,11,0,2013,March,Thursday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,0,3,1495,19,1,2014,June,Thursday,Middel Aged,0,Yes,Graduate
PhD,Married,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,2,622,184,11,2,2012,October,Monday,Adult,2,Yes,Postgraduate
Graduation,Married,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,44,1,375,981,13,0,2013,June,Wednesday,Adult,0,Yes,Graduate
Graduation,Together,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,44,1,268,67,8,0,2013,October,Friday,Adult,1,Yes,Graduate
Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,61,2,645,1635,14,1,2012,September,Saturday,Middel Aged,0,No,Graduate
Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,31,0,101,60,10,0,2014,March,Thursday,Adult,1,No,Postgraduate
PhD,Together,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,39,0,145,231,12,0,2014,February,Tuesday,Adult,1,Yes,Postgraduate
Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,0,84,48,10,0,2014,April,Sunday,Middel Aged,2,Yes,Graduate
Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,1,508,99,9,0,2013,February,Wednesday,Middel Aged,2,No,Graduate
PhD,Together,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,1,286,770,23,0,2013,September,Monday,Middel Aged,1,Yes,Postgraduate
Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,58,1,528,957,23,1,2013,January,Thursday,Middel Aged,0,No,Graduate
Master,Together,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,33,0,60,818,12,0,2014,April,Wednesday,Adult,0,Yes,Postgraduate
PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,28,1,453,925,17,2,2013,April,Tuesday,Adult,0,No,Postgraduate
Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,1,434,908,22,0,2013,April,Sunday,Middel Aged,1,No,Postgraduate
Basic,Married,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,33,1,503,102,10,0,2013,February,Monday,Adult,1,Yes,Undergraduate
Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,2,612,576,16,0,2012,October,Thursday,Adult,1,Yes,Graduate
Graduation,Together,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,2,667,317,13,0,2012,August,Friday,Senior Citizen,0,Yes,Graduate
PhD,Together,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,40,0,120,461,15,0,2014,March,Saturday,Adult,1,Yes,Postgraduate
Master,Married,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,39,0,73,37,7,0,2014,April,Thursday,Adult,2,Yes,Postgraduate
Graduation,Married,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,40,1,352,70,7,0,2013,July,Friday,Adult,1,Yes,Graduate
Graduation,Together,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,62,1,516,930,23,0,2013,January,Tuesday,Middel Aged,0,Yes,Graduate
Master,Together,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,58,1,537,859,33,0,2013,January,Tuesday,Middel Aged,2,Yes,Postgraduate
Graduation,Widow,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,0,48,1478,22,0,2014,May,Monday,Middel Aged,0,No,Graduate
